document_id,shipment_id,sku,document_family,file_name,version,uploaded_at,issued_at,issuer_name,supersedes_document_id,extraction_status,file_present
DOC-0000391,SHP-000061,,Transport Document,SHP-000061_transport.pdf,1,2026-12-04,2026-12-04,OceanBridge Logistics,,COMPLETE,Yes
DOC-0000392,SHP-000061,EU-APP-0023,Label Artwork,EU-APP-0023_FR_label_v4.pdf,2,2025-08-17,2025-08-17,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0000393,SHP-000061,EU-APP-0023,Fibre Declaration,MAT-5129_declaration.pdf,1,2026-12-04,2024-08-01,M. Kumar,,COMPLETE,Yes
DOC-0000394,SHP-000061,EU-APP-0023,Classification Memo,SHP-000061_EU-APP-0023_classification.pdf,1,2026-12-04,2026-12-04,Customs broker,,COMPLETE,Yes
DOC-0000395,SHP-000061,EU-APP-0023,Tariff Query Snapshot,SHP-000061_EU-APP-0023_tariff_query.pdf,1,2026-12-04,2026-11-20,Access2Markets export,,COMPLETE,Yes
DOC-0000396,SHP-000062,,Commercial Invoice,SHP-000062_invoice_v1.pdf,1,2026-09-07,2026-09-07,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000397,SHP-000062,,Packing List,SHP-000062_packing_list.pdf,1,2026-09-07,2026-09-07,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000398,SHP-000062,EU-APP-0062,Fibre Declaration,MAT-6559_declaration.pdf,1,2026-09-07,2025-09-07,A. Sharma,,COMPLETE,Yes
DOC-0000399,SHP-000062,EU-APP-0062,Classification Memo,SHP-000062_EU-APP-0062_classification.pdf,1,2026-09-07,2026-09-07,Exporter classification team,,COMPLETE,Yes
DOC-0000400,SHP-000062,EU-APP-0062,Tariff Query Snapshot,SHP-000062_EU-APP-0062_tariff_query.pdf,1,2026-09-07,2026-08-20,Access2Markets export,,COMPLETE,Yes
DOC-0000401,SHP-000063,,Commercial Invoice,SHP-000063_invoice_v1.pdf,1,2026-10-02,2026-10-02,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000402,SHP-000063,,Packing List,SHP-000063_packing_list.pdf,1,2026-10-02,2026-10-02,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000403,SHP-000063,EU-APP-0061,Label Artwork,EU-APP-0061_IT_label_v2.pdf,1,2025-12-02,2025-12-02,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000404,SHP-000063,EU-APP-0061,Fibre Declaration,MAT-1172_declaration.pdf,1,2026-10-02,2025-10-23,M. Kumar,,COMPLETE,Yes
DOC-0000405,SHP-000063,EU-APP-0061,Classification Memo,SHP-000063_EU-APP-0061_classification.pdf,1,2026-10-02,2026-10-02,Customs broker,,COMPLETE,Yes
DOC-0000406,SHP-000063,EU-APP-0011,Fibre Declaration,MAT-8125_declaration.pdf,1,2026-10-02,2024-06-29,A. Sharma,,COMPLETE,Yes
DOC-0000407,SHP-000063,EU-APP-0011,Tariff Query Snapshot,SHP-000063_EU-APP-0011_tariff_query.pdf,1,2026-10-02,2026-06-25,Access2Markets export,,COMPLETE,Yes
DOC-0000408,SHP-000064,,Commercial Invoice,SHP-000064_invoice_v1.pdf,1,2026-10-01,2026-10-01,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000409,SHP-000064,,Packing List,SHP-000064_packing_list.pdf,1,2026-10-01,2026-10-01,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000410,SHP-000064,EU-APP-0020,Label Artwork,EU-APP-0020_NL_label_v2.pdf,4,2025-08-15,2025-08-15,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000411,SHP-000064,EU-APP-0020,Fibre Declaration,MAT-7546_declaration.pdf,1,2026-10-01,2024-12-01,Quality Manager,,COMPLETE,Yes
DOC-0000412,SHP-000065,,Commercial Invoice,SHP-000065_invoice_v1.pdf,1,2026-09-05,2026-09-05,Lotus Garments LLP,,COMPLETE,Yes
DOC-0000413,SHP-000065,,Packing List,SHP-000065_packing_list.pdf,1,2026-09-05,2026-09-05,Lotus Garments LLP,,COMPLETE,Yes
DOC-0000414,SHP-000065,EU-APP-0079,Fibre Declaration,MAT-8632_declaration.pdf,1,2026-09-05,2025-12-07,M. Kumar,,COMPLETE,Yes
DOC-0000415,SHP-000065,EU-APP-0079,Classification Memo,SHP-000065_EU-APP-0079_classification.pdf,1,2026-09-05,2026-09-05,Customs broker,,COMPLETE,Yes
DOC-0000416,SHP-000065,EU-APP-0079,Tariff Query Snapshot,SHP-000065_EU-APP-0079_tariff_query.pdf,1,2026-09-05,2026-09-02,Access2Markets export,,COMPLETE,Yes
DOC-0000417,SHP-000066,,Commercial Invoice,SHP-000066_invoice_v1.pdf,1,2026-08-01,2026-08-01,Silverline Garments LLP,,COMPLETE,Yes
DOC-0000418,SHP-000066,,Packing List,SHP-000066_packing_list.pdf,1,2026-08-01,2026-08-01,Silverline Garments LLP,,COMPLETE,Yes
DOC-0000419,SHP-000066,EU-APP-0050,Fibre Declaration,MAT-2536_declaration.pdf,1,2026-08-01,2025-02-15,,,COMPLETE,Yes
DOC-0000420,SHP-000066,EU-APP-0050,Classification Memo,SHP-000066_EU-APP-0050_classification.pdf,1,2026-08-01,2026-08-01,Customs broker,,COMPLETE,Yes
DOC-0000421,SHP-000066,EU-APP-0050,Tariff Query Snapshot,SHP-000066_EU-APP-0050_tariff_query.pdf,1,2026-08-01,2026-07-25,Access2Markets export,,COMPLETE,Yes
DOC-0000422,SHP-000067,,Commercial Invoice,SHP-000067_invoice_v1.pdf,1,2026-11-23,2026-11-23,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000423,SHP-000067,,Packing List,SHP-000067_packing_list.pdf,1,2026-11-23,2026-11-23,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000424,SHP-000067,EU-APP-0034,Label Artwork,EU-APP-0034_FR_label_v2.pdf,3,2026-03-31,2026-03-31,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000425,SHP-000067,EU-APP-0034,Fibre Declaration,MAT-6486_declaration.pdf,1,2026-11-23,2024-09-20,Quality Manager,,COMPLETE,Yes
DOC-0000426,SHP-000067,EU-APP-0034,Classification Memo,SHP-000067_EU-APP-0034_classification.pdf,1,2026-11-23,2026-11-23,Exporter classification team,,COMPLETE,Yes
DOC-0000427,SHP-000067,EU-APP-0034,Tariff Query Snapshot,SHP-000067_EU-APP-0034_tariff_query.pdf,1,2026-11-23,2026-10-22,Access2Markets export,,COMPLETE,Yes
DOC-0000428,SHP-000068,,Commercial Invoice,SHP-000068_invoice_v1.pdf,1,2026-07-01,2026-07-01,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000429,SHP-000068,,Packing List,SHP-000068_packing_list.pdf,1,2026-07-01,2026-07-01,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000430,SHP-000068,EU-APP-0040,Label Artwork,EU-APP-0040_ES_label_v2.pdf,1,2025-08-23,2025-08-23,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000431,SHP-000068,EU-APP-0040,Fibre Declaration,MAT-3894_declaration.pdf,1,2026-07-01,2025-04-09,Quality Manager,,COMPLETE,Yes
DOC-0000432,SHP-000068,EU-APP-0040,Classification Memo,SHP-000068_EU-APP-0040_classification.pdf,1,2026-07-01,2026-07-01,Exporter classification team,,COMPLETE,Yes
DOC-0000433,SHP-000068,EU-APP-0040,Tariff Query Snapshot,SHP-000068_EU-APP-0040_tariff_query.pdf,1,2026-07-01,2026-04-21,Access2Markets export,,COMPLETE,Yes
DOC-0000434,SHP-000068,EU-APP-0027,Fibre Declaration,MAT-8262_declaration.pdf,1,2026-07-01,2025-08-10,Quality Manager,,COMPLETE,Yes
DOC-0000435,SHP-000068,EU-APP-0027,Classification Memo,SHP-000068_EU-APP-0027_classification.pdf,1,2026-07-01,2026-07-01,Exporter classification team,,COMPLETE,Yes
DOC-0000436,SHP-000068,EU-APP-0027,Tariff Query Snapshot,SHP-000068_EU-APP-0027_tariff_query.pdf,1,2026-07-01,2026-06-21,Access2Markets export,,COMPLETE,Yes
DOC-0000437,SHP-000068,EU-APP-0069,Fibre Declaration,MAT-4365_declaration.pdf,1,2026-07-01,2024-06-30,Quality Manager,,COMPLETE,Yes
DOC-0000438,SHP-000068,EU-APP-0069,Classification Memo,SHP-000068_EU-APP-0069_classification.pdf,1,2026-07-01,2026-07-01,Exporter classification team,,COMPLETE,Yes
DOC-0000439,SHP-000068,EU-APP-0069,Tariff Query Snapshot,SHP-000068_EU-APP-0069_tariff_query.pdf,1,2026-07-01,2026-06-27,Access2Markets export,,COMPLETE,Yes
DOC-0000440,SHP-000069,,Commercial Invoice,SHP-000069_invoice_v1.pdf,1,2026-08-17,2026-08-17,Saffron Apparel Works,,COMPLETE,Yes
DOC-0000441,SHP-000069,,Packing List,SHP-000069_packing_list.pdf,1,2026-08-17,2026-08-17,Saffron Apparel Works,,COMPLETE,Yes
DOC-0000442,SHP-000069,EU-APP-0009,Fibre Declaration,MAT-4504_declaration.pdf,1,2026-08-17,2024-04-14,A. Sharma,,COMPLETE,Yes
DOC-0000443,SHP-000069,EU-APP-0009,Classification Memo,SHP-000069_EU-APP-0009_classification.pdf,1,2026-08-17,2026-08-17,Customs broker,,COMPLETE,Yes
DOC-0000444,SHP-000070,,Commercial Invoice,SHP-000070_invoice_v1.pdf,1,2026-08-12,2026-08-12,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000445,SHP-000070,,Packing List,SHP-000070_packing_list.pdf,1,2026-08-12,2026-08-12,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000446,SHP-000070,EU-APP-0006,Label Artwork,EU-APP-0006_FR_label_v1.pdf,3,2026-01-08,2026-01-08,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000447,SHP-000070,EU-APP-0006,Fibre Declaration,MAT-6486_declaration.pdf,1,2026-08-12,2024-09-20,Quality Manager,,COMPLETE,Yes
DOC-0000448,SHP-000070,EU-APP-0006,Classification Memo,SHP-000070_EU-APP-0006_classification.pdf,1,2026-08-12,2026-08-12,Customs broker,,COMPLETE,Yes
DOC-0000449,SHP-000070,EU-APP-0050,Fibre Declaration,MAT-9926_declaration.pdf,1,2026-08-12,2024-05-31,A. Sharma,,COMPLETE,Yes
DOC-0000450,SHP-000070,EU-APP-0050,Classification Memo,SHP-000070_EU-APP-0050_classification.pdf,1,2026-08-12,2026-08-12,Customs broker,,COMPLETE,Yes
DOC-0000451,SHP-000071,,Commercial Invoice,SHP-000071_invoice_v1.pdf,1,2026-07-16,2026-07-16,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000452,SHP-000071,,Packing List,SHP-000071_packing_list.pdf,1,2026-07-16,2026-07-16,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000453,SHP-000071,,Transport Document,SHP-000071_transport.pdf,1,2026-07-16,2026-07-16,OceanBridge Logistics,,COMPLETE,Yes
DOC-0000454,SHP-000071,EU-APP-0009,Fibre Declaration,MAT-4504_declaration.pdf,1,2026-07-16,2024-04-14,A. Sharma,,COMPLETE,Yes
DOC-0000455,SHP-000071,EU-APP-0009,Classification Memo,SHP-000071_EU-APP-0009_classification.pdf,1,2026-07-16,2026-07-16,Customs broker,,COMPLETE,Yes
DOC-0000456,SHP-000071,EU-APP-0019,Fibre Declaration,MAT-6262_declaration.pdf,1,2026-07-16,2025-10-09,Quality Manager,,COMPLETE,Yes
DOC-0000457,SHP-000071,EU-APP-0019,Classification Memo,SHP-000071_EU-APP-0019_classification.pdf,1,2026-07-16,2026-07-16,Exporter classification team,,COMPLETE,Yes
DOC-0000458,SHP-000071,EU-APP-0019,Tariff Query Snapshot,SHP-000071_EU-APP-0019_tariff_query.pdf,1,2026-07-16,2026-04-10,Access2Markets export,,COMPLETE,Yes
DOC-0000459,SHP-000072,,Commercial Invoice,SHP-000072_invoice_v1.pdf,1,2026-08-02,2026-08-02,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000460,SHP-000072,,Packing List,SHP-000072_packing_list.pdf,1,2026-08-02,2026-08-02,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000461,SHP-000072,EU-APP-0051,Label Artwork,EU-APP-0051_ES_label_v1.pdf,4,2025-08-02,2025-08-02,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000462,SHP-000072,EU-APP-0051,Fibre Declaration,MAT-6579_declaration.pdf,1,2026-08-02,2024-10-06,A. Sharma,,COMPLETE,Yes
DOC-0000463,SHP-000072,EU-APP-0051,Classification Memo,SHP-000072_EU-APP-0051_classification.pdf,1,2026-08-02,2026-08-02,Exporter classification team,,COMPLETE,Yes
DOC-0000464,SHP-000072,EU-APP-0051,Tariff Query Snapshot,SHP-000072_EU-APP-0051_tariff_query.pdf,1,2026-08-02,2026-04-18,Access2Markets export,,COMPLETE,Yes
DOC-0000465,SHP-000073,,Commercial Invoice,SHP-000073_invoice_v1.pdf,1,2026-09-11,2026-09-11,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000466,SHP-000073,,Packing List,SHP-000073_packing_list.pdf,1,2026-09-11,2026-09-11,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000467,SHP-000073,EU-APP-0040,Fibre Declaration,MAT-3894_declaration.pdf,1,2026-09-11,2025-04-09,Quality Manager,,COMPLETE,Yes
DOC-0000468,SHP-000073,EU-APP-0040,Classification Memo,SHP-000073_EU-APP-0040_classification.pdf,1,2026-09-11,2026-09-11,Exporter classification team,,COMPLETE,Yes
DOC-0000469,SHP-000073,EU-APP-0040,Tariff Query Snapshot,SHP-000073_EU-APP-0040_tariff_query.pdf,1,2026-09-11,2026-07-16,Access2Markets export,,COMPLETE,Yes
DOC-0000470,SHP-000074,,Commercial Invoice,SHP-000074_invoice_v1.pdf,1,2026-10-02,2026-10-02,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000471,SHP-000074,,Packing List,SHP-000074_packing_list.pdf,1,2026-10-02,2026-10-02,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000472,SHP-000074,EU-APP-0022,Fibre Declaration,MAT-4651_declaration.pdf,1,2026-10-02,2026-03-02,Quality Manager,,COMPLETE,Yes
DOC-0000473,SHP-000074,EU-APP-0022,Classification Memo,SHP-000074_EU-APP-0022_classification.pdf,1,2026-10-02,2026-10-02,Customs broker,,COMPLETE,Yes
DOC-0000474,SHP-000074,EU-APP-0022,Tariff Query Snapshot,SHP-000074_EU-APP-0022_tariff_query.pdf,1,2026-10-02,2026-07-31,Access2Markets export,,COMPLETE,Yes
DOC-0000475,SHP-000074,EU-APP-0005,Label Artwork,EU-APP-0005_FR_label_v4.pdf,4,2025-11-19,2025-11-19,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000476,SHP-000074,EU-APP-0005,Fibre Declaration,MAT-9101_declaration.pdf,1,2026-10-02,2025-11-19,,,COMPLETE,Yes
DOC-0000477,SHP-000074,EU-APP-0005,Classification Memo,SHP-000074_EU-APP-0005_classification.pdf,1,2026-10-02,2026-10-02,Customs broker,,COMPLETE,Yes
DOC-0000478,SHP-000074,EU-APP-0005,Tariff Query Snapshot,SHP-000074_EU-APP-0005_tariff_query.pdf,1,2026-10-02,2026-06-30,Access2Markets export,,COMPLETE,Yes
DOC-0000479,SHP-000075,,Commercial Invoice,SHP-000075_invoice_v1.pdf,1,2026-09-02,2026-09-02,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000480,SHP-000075,,Packing List,SHP-000075_packing_list.pdf,1,2026-09-02,2026-09-02,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000481,SHP-000075,EU-APP-0003,Fibre Declaration,MAT-3166_declaration.pdf,1,2026-09-02,2024-06-20,,,COMPLETE,Yes
DOC-0000482,SHP-000075,EU-APP-0003,Classification Memo,SHP-000075_EU-APP-0003_classification.pdf,1,2026-09-02,2026-09-02,Exporter classification team,,COMPLETE,Yes
DOC-0000483,SHP-000075,EU-APP-0003,Tariff Query Snapshot,SHP-000075_EU-APP-0003_tariff_query.pdf,1,2026-09-02,2026-08-20,Access2Markets export,,COMPLETE,Yes
DOC-0000484,SHP-000076,,Packing List,SHP-000076_packing_list.pdf,1,2026-11-23,2026-11-23,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000485,SHP-000076,,Transport Document,SHP-000076_transport.pdf,1,2026-11-23,2026-11-23,OceanBridge Logistics,,COMPLETE,Yes
DOC-0000486,SHP-000076,EU-APP-0079,Fibre Declaration,MAT-8125_declaration.pdf,1,2026-11-23,2024-06-29,A. Sharma,,COMPLETE,Yes
DOC-0000487,SHP-000076,EU-APP-0079,Classification Memo,SHP-000076_EU-APP-0079_classification.pdf,1,2026-11-23,2026-11-23,Customs broker,,COMPLETE,Yes
DOC-0000488,SHP-000076,EU-APP-0079,Tariff Query Snapshot,SHP-000076_EU-APP-0079_tariff_query.pdf,1,2026-11-23,2026-09-20,Access2Markets export,,COMPLETE,Yes
DOC-0000489,SHP-000077,,Commercial Invoice,SHP-000077_invoice_v1.pdf,1,2026-07-14,2026-07-14,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000490,SHP-000077,,Packing List,SHP-000077_packing_list.pdf,1,2026-07-14,2026-07-14,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000491,SHP-000077,EU-APP-0031,Label Artwork,EU-APP-0031_ES_label_v3.pdf,2,2026-05-09,2026-05-09,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000492,SHP-000077,EU-APP-0031,Fibre Declaration,MAT-8808_declaration.pdf,1,2026-07-14,2024-10-23,M. Kumar,,COMPLETE,Yes
DOC-0000493,SHP-000077,EU-APP-0031,Classification Memo,SHP-000077_EU-APP-0031_classification.pdf,1,2026-07-14,2026-07-14,Exporter classification team,,COMPLETE,Yes
DOC-0000494,SHP-000077,EU-APP-0031,Tariff Query Snapshot,SHP-000077_EU-APP-0031_tariff_query.pdf,1,2026-07-14,2026-05-08,Access2Markets export,,COMPLETE,Yes
DOC-0000495,SHP-000078,,Commercial Invoice,SHP-000078_invoice_v1.pdf,1,2026-11-04,2026-11-04,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000496,SHP-000078,,Packing List,SHP-000078_packing_list.pdf,1,2026-11-04,2026-11-04,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000497,SHP-000078,EU-APP-0073,Fibre Declaration,MAT-4504_declaration.pdf,1,2026-11-04,2024-04-14,A. Sharma,,COMPLETE,Yes
DOC-0000498,SHP-000078,EU-APP-0073,Classification Memo,SHP-000078_EU-APP-0073_classification.pdf,1,2026-11-04,2026-11-04,Customs broker,,COMPLETE,Yes
DOC-0000499,SHP-000079,,Commercial Invoice,SHP-000079_invoice_v1.pdf,1,2026-07-19,2026-07-19,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000500,SHP-000079,,Packing List,SHP-000079_packing_list.pdf,1,2026-07-19,2026-07-19,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000501,SHP-000079,,Transport Document,SHP-000079_transport.pdf,1,2026-07-19,2026-07-19,BlueWave Logistics,,COMPLETE,Yes
DOC-0000502,SHP-000079,EU-APP-0012,Fibre Declaration,MAT-7888_declaration.pdf,1,2026-07-19,2025-01-28,,,COMPLETE,Yes
DOC-0000503,SHP-000079,EU-APP-0012,Classification Memo,SHP-000079_EU-APP-0012_classification.pdf,1,2026-07-19,2026-07-19,Customs broker,,COMPLETE,Yes
DOC-0000504,SHP-000079,EU-APP-0012,Tariff Query Snapshot,SHP-000079_EU-APP-0012_tariff_query.pdf,1,2026-07-19,2026-05-04,Access2Markets export,,COMPLETE,Yes
DOC-0000505,SHP-000079,EU-APP-0061,Label Artwork,EU-APP-0061_IT_label_v2.pdf,1,2025-12-02,2025-12-02,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000506,SHP-000079,EU-APP-0061,Fibre Declaration,MAT-1172_declaration.pdf,1,2026-07-19,2025-10-23,M. Kumar,,COMPLETE,Yes
DOC-0000507,SHP-000079,EU-APP-0061,Classification Memo,SHP-000079_EU-APP-0061_classification.pdf,1,2026-07-19,2026-07-19,Customs broker,,COMPLETE,Yes
DOC-0000508,SHP-000079,EU-APP-0061,Tariff Query Snapshot,SHP-000079_EU-APP-0061_tariff_query.pdf,1,2026-07-19,2026-05-22,Access2Markets export,,COMPLETE,Yes
DOC-0000509,SHP-000080,,Commercial Invoice,SHP-000080_invoice_v1.pdf,1,2026-07-24,2026-07-24,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000510,SHP-000080,,Packing List,SHP-000080_packing_list.pdf,1,2026-07-24,2026-07-24,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000511,SHP-000080,,Transport Document,SHP-000080_transport.pdf,1,2026-07-24,2026-07-24,OceanBridge Logistics,,COMPLETE,Yes
DOC-0000512,SHP-000080,EU-APP-0035,Label Artwork,EU-APP-0035_FR_label_v1.pdf,4,2026-03-09,2026-03-09,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000513,SHP-000080,EU-APP-0035,Fibre Declaration,MAT-3830_declaration.pdf,1,2026-07-24,2026-02-16,A. Sharma,,COMPLETE,Yes
DOC-0000514,SHP-000080,EU-APP-0035,Classification Memo,SHP-000080_EU-APP-0035_classification.pdf,1,2026-07-24,2026-07-24,Exporter classification team,,COMPLETE,Yes
DOC-0000515,SHP-000080,EU-APP-0035,Tariff Query Snapshot,SHP-000080_EU-APP-0035_tariff_query.pdf,1,2026-07-24,2026-04-19,Access2Markets export,,COMPLETE,Yes
DOC-0000516,SHP-000081,,Commercial Invoice,SHP-000081_invoice_v1.pdf,1,2026-09-13,2026-09-13,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0000517,SHP-000081,,Packing List,SHP-000081_packing_list.pdf,1,2026-09-13,2026-09-13,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0000518,SHP-000081,EU-APP-0010,Label Artwork,EU-APP-0010_IT_label_v2.pdf,4,2026-01-18,2026-01-18,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0000519,SHP-000081,EU-APP-0010,Fibre Declaration,MAT-3902_declaration.pdf,1,2026-09-13,2024-04-06,Quality Manager,,COMPLETE,Yes
DOC-0000520,SHP-000081,EU-APP-0010,Classification Memo,SHP-000081_EU-APP-0010_classification.pdf,1,2026-09-13,2026-09-13,Exporter classification team,,COMPLETE,Yes
DOC-0000521,SHP-000081,EU-APP-0048,Label Artwork,EU-APP-0048_IT_label_v4.pdf,4,2026-06-13,2026-06-13,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0000522,SHP-000081,EU-APP-0048,Fibre Declaration,MAT-4757_declaration.pdf,1,2026-09-13,2024-02-03,A. Sharma,,COMPLETE,Yes
DOC-0000523,SHP-000081,EU-APP-0048,Classification Memo,SHP-000081_EU-APP-0048_classification.pdf,1,2026-09-13,2026-09-13,Exporter classification team,,COMPLETE,Yes
DOC-0000524,SHP-000082,,Packing List,SHP-000082_packing_list.pdf,1,2026-08-26,2026-08-26,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000525,SHP-000082,EU-APP-0035,Fibre Declaration,MAT-5766_declaration.pdf,1,2026-08-26,2026-01-30,M. Kumar,,COMPLETE,Yes
DOC-0000526,SHP-000082,EU-APP-0035,Classification Memo,SHP-000082_EU-APP-0035_classification.pdf,1,2026-08-26,2026-08-26,Exporter classification team,,COMPLETE,Yes
DOC-0000527,SHP-000083,,Packing List,SHP-000083_packing_list.pdf,1,2026-10-01,2026-10-01,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000528,SHP-000083,EU-APP-0053,Fibre Declaration,MAT-6374_declaration.pdf,1,2026-10-01,2024-08-04,Quality Manager,,COMPLETE,Yes
DOC-0000529,SHP-000083,EU-APP-0053,Classification Memo,SHP-000083_EU-APP-0053_classification.pdf,1,2026-10-01,2026-10-01,Customs broker,,COMPLETE,Yes
DOC-0000530,SHP-000084,,Commercial Invoice,SHP-000084_invoice_v1.pdf,1,2026-10-23,2026-10-23,Saffron Apparel Works,,COMPLETE,Yes
DOC-0000531,SHP-000084,,Packing List,SHP-000084_packing_list.pdf,1,2026-10-23,2026-10-23,Saffron Apparel Works,,COMPLETE,Yes
DOC-0000532,SHP-000084,,Transport Document,SHP-000084_transport.pdf,1,2026-10-23,2026-10-23,OceanBridge Logistics,,COMPLETE,Yes
DOC-0000533,SHP-000084,EU-APP-0072,Fibre Declaration,MAT-9130_declaration.pdf,1,2026-10-23,2025-02-13,,,COMPLETE,Yes
DOC-0000534,SHP-000085,,Commercial Invoice,SHP-000085_invoice_v1.pdf,1,2026-10-22,2026-10-22,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000535,SHP-000085,,Packing List,SHP-000085_packing_list.pdf,1,2026-10-22,2026-10-22,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000536,SHP-000085,EU-APP-0025,Fibre Declaration,MAT-1619_declaration.pdf,1,2026-10-22,2024-12-22,Quality Manager,,COMPLETE,Yes
DOC-0000537,SHP-000085,EU-APP-0025,Classification Memo,SHP-000085_EU-APP-0025_classification.pdf,1,2026-10-22,2026-10-22,Customs broker,,COMPLETE,Yes
DOC-0000538,SHP-000086,,Commercial Invoice,SHP-000086_invoice_v1.pdf,1,2026-11-22,2026-11-22,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0000539,SHP-000086,,Packing List,SHP-000086_packing_list.pdf,1,2026-11-22,2026-11-22,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0000540,SHP-000086,EU-APP-0080,Label Artwork,EU-APP-0080_IT_label_v1.pdf,2,2025-12-11,2025-12-11,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0000541,SHP-000086,EU-APP-0080,Fibre Declaration,MAT-7919_declaration.pdf,1,2026-11-22,2024-08-14,A. Sharma,,COMPLETE,Yes
DOC-0000542,SHP-000086,EU-APP-0080,Classification Memo,SHP-000086_EU-APP-0080_classification.pdf,1,2026-11-22,2026-11-22,Customs broker,,COMPLETE,Yes
DOC-0000543,SHP-000086,EU-APP-0080,Tariff Query Snapshot,SHP-000086_EU-APP-0080_tariff_query.pdf,1,2026-11-22,2026-09-04,Access2Markets export,,COMPLETE,Yes
DOC-0000544,SHP-000087,,Packing List,SHP-000087_packing_list.pdf,1,2026-09-22,2026-09-22,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000545,SHP-000087,EU-APP-0005,Fibre Declaration,MAT-9101_declaration.pdf,1,2026-09-22,2025-11-19,,,COMPLETE,Yes
DOC-0000546,SHP-000087,EU-APP-0005,Classification Memo,SHP-000087_EU-APP-0005_classification.pdf,1,2026-09-22,2026-09-22,Exporter classification team,,COMPLETE,Yes
DOC-0000547,SHP-000088,,Commercial Invoice,SHP-000088_invoice_v1.pdf,1,2026-12-02,2026-12-02,Aarav Fashion Exports,,COMPLETE,Yes
DOC-0000548,SHP-000088,,Packing List,SHP-000088_packing_list.pdf,1,2026-12-02,2026-12-02,Aarav Fashion Exports,,COMPLETE,Yes
DOC-0000549,SHP-000088,EU-APP-0022,Label Artwork,EU-APP-0022_IT_label_v2.pdf,2,2026-02-24,2026-02-24,Aarav Fashion Exports,,COMPLETE,Yes
DOC-0000550,SHP-000088,EU-APP-0022,Fibre Declaration,MAT-1619_declaration.pdf,1,2026-12-02,2024-12-22,Quality Manager,,COMPLETE,Yes
DOC-0000551,SHP-000088,EU-APP-0022,Classification Memo,SHP-000088_EU-APP-0022_classification.pdf,1,2026-12-02,2026-12-02,Customs broker,,COMPLETE,Yes
