document_id,field_name,field_value_raw,page_number,extraction_confidence
DOC-0000280,animal_origin_statement,,2,0.86
DOC-0000280,manufacturer_name,Triveni Textiles Ltd,1,0.9
DOC-0000280,product_identifier,EU-APP-0013,2,0.89
DOC-0000280,care_text,,2,0.96
DOC-0000281,supplier_id,SUP-0010,3,0.98
DOC-0000281,material_code,MAT-2624,3,0.97
DOC-0000281,sku_reference,EU-APP-0013,1,0.92
DOC-0000281,fibre_composition,100% polyester,1,0.92
DOC-0000281,signature_present,Yes,2,0.85
DOC-0000281,valid_until,2026-12-30,3,0.97
DOC-0000282,product_description,Adult women knitted dress - Beige,2,0.98
DOC-0000282,proposed_code,610443,2,0.88
DOC-0000282,basis,"construction, fibre composition and garment type",1,0.83
DOC-0000282,decision_type,Buyer-provided,2,0.9
DOC-0000283,origin,India,1,0.77
DOC-0000283,destination,ES,3,0.94
DOC-0000283,product_code,610443,1,0.89
DOC-0000283,query_date,2026-11-13,3,0.85
DOC-0000283,result_summary,Tariff and measures displayed in attached export,2,0.86
DOC-0000284,invoice_number,INV-000044,2,0.86
DOC-0000284,seller_name,BlueRiver Fashions Pvt Ltd,1,0.89
DOC-0000284,buyer_name,Galeria Retail SAS,2,0.98
DOC-0000284,quantity_total,680,3,0.81
DOC-0000284,total_value,12770.4,1,0.84
DOC-0000284,currency,USD,1,0.86
DOC-0000284,incoterm,DAP,1,0.86
DOC-0000284,origin_country,India,2,0.91
DOC-0000284,hs_code,610910,3,0.97
DOC-0000285,quantity_total,680,3,0.77
DOC-0000285,package_count,6,3,0.82
DOC-0000285,gross_weight_kg,153.63,3,0.96
DOC-0000285,volume_cbm,1.155,1,0.95
DOC-0000285,marks_and_numbers,MARK-0044,2,0.87
DOC-0000286,document_number,AWB-352082,2,0.9
DOC-0000286,shipper,BlueRiver Fashions Pvt Ltd,1,0.8
DOC-0000286,consignee,Galeria Retail SAS,3,0.77
DOC-0000286,destination_port,Hamburg,2,0.91
DOC-0000286,package_count,6,2,0.77
DOC-0000286,gross_weight_kg,153.63,2,0.99
DOC-0000287,supplier_id,SUP-0016,3,0.96
DOC-0000287,material_code,MAT-9576,3,0.78
DOC-0000287,sku_reference,EU-APP-0077,3,0.77
DOC-0000287,fibre_composition,100% cotton,1,0.98
DOC-0000287,signature_present,Yes,1,0.78
DOC-0000287,valid_until,2027-03-03,2,0.77
DOC-0000288,product_description,Adult unisex t-shirt - Pink,1,0.96
DOC-0000288,proposed_code,610910,1,0.97
DOC-0000288,basis,"construction, fibre composition and garment type",3,0.97
DOC-0000288,decision_type,Proposed,1,0.9
DOC-0000289,origin,India,2,0.91
DOC-0000289,destination,DE,2,0.83
DOC-0000289,product_code,610910,1,0.79
DOC-0000289,query_date,2026-06-27,2,0.93
DOC-0000289,result_summary,Tariff and measures displayed in attached export,3,0.91
DOC-0000290,invoice_number,INV-000045,1,0.82
DOC-0000290,seller_name,Lotus Garments LLP,1,0.89
DOC-0000290,buyer_name,Maison Retail BV,3,0.94
DOC-0000290,quantity_total,4055,1,0.78
DOC-0000290,total_value,61736.1,1,0.85
DOC-0000290,currency,USD,3,0.89
DOC-0000290,incoterm,DAP,1,0.85
DOC-0000290,origin_country,India,1,0.98
DOC-0000290,hs_code,620193,3,0.85
DOC-0000291,quantity_total,4055,3,0.77
DOC-0000291,package_count,70,2,0.94
DOC-0000291,gross_weight_kg,1941.28,3,0.78
DOC-0000291,volume_cbm,13.76,2,0.85
DOC-0000291,marks_and_numbers,MARK-0045,3,0.8
DOC-0000292,supplier_id,SUP-0004,3,0.9
DOC-0000292,material_code,MAT-1619,2,0.92
DOC-0000292,sku_reference,,3,0.95
DOC-0000292,fibre_composition,100% polyester,3,0.82
DOC-0000292,signature_present,Yes,3,0.81
DOC-0000292,valid_until,2027-09-22,3,0.91
DOC-0000293,product_description,Adult men woven jacket - White,1,0.94
DOC-0000293,proposed_code,620193,3,0.9
DOC-0000293,basis,"construction, fibre composition and garment type",3,0.97
DOC-0000293,decision_type,Proposed,2,0.91
DOC-0000294,origin,India,1,0.98
DOC-0000294,destination,NL,2,0.97
DOC-0000294,product_code,620193,1,0.9
DOC-0000294,query_date,2026-05-19,2,0.95
DOC-0000294,result_summary,Tariff and measures displayed in attached export,2,0.84
DOC-0000295,fibre_text,70% viscose / 30% linen,2,0.79
DOC-0000295,language_code,nl,1,0.98
DOC-0000295,animal_origin_statement,,1,0.85
DOC-0000295,manufacturer_name,Silverline Garments LLP,2,0.91
DOC-0000295,product_identifier,EU-APP-0035,3,0.83
DOC-0000295,care_text,Machine wash cold,3,0.98
DOC-0000296,supplier_id,SUP-0020,1,0.82
DOC-0000296,material_code,MAT-5766,3,0.82
DOC-0000296,sku_reference,EU-APP-0035,3,0.93
DOC-0000296,fibre_composition,70% viscose / 30% linen,2,0.97
DOC-0000296,signature_present,Yes,1,0.89
DOC-0000296,valid_until,2027-08-23,2,0.91
DOC-0000297,product_description,Adult women woven blouse - Grey,2,0.87
DOC-0000297,proposed_code,620630,2,0.94
DOC-0000297,basis,"construction, fibre composition and garment type",3,0.9
DOC-0000297,decision_type,Buyer-provided,3,0.83
DOC-0000298,origin,India,3,0.87
DOC-0000298,destination,NL,1,0.96
DOC-0000298,product_code,620630,1,0.81
DOC-0000298,query_date,2026-06-09,1,0.94
DOC-0000298,result_summary,Tariff and measures displayed in attached export,3,0.79
DOC-0000299,invoice_number,INV-000046,2,0.86
DOC-0000299,seller_name,BlueRiver Fashions Pvt Ltd,2,0.86
DOC-0000299,buyer_name,Urban Retail SRL,1,0.92
DOC-0000299,quantity_total,5148,2,0.8
DOC-0000299,total_value,43185.18,2,0.89
DOC-0000299,currency,USD,3,0.8
DOC-0000299,incoterm,CIF,1,0.89
DOC-0000299,origin_country,India,3,0.97
DOC-0000299,hs_code,620630,3,0.92
DOC-0000300,quantity_total,5148,2,0.96
DOC-0000300,package_count,87,3,0.8
DOC-0000300,gross_weight_kg,2397.1,3,0.89
DOC-0000300,volume_cbm,18.768,2,0.89
DOC-0000300,marks_and_numbers,MARK-0046,2,0.9
DOC-0000301,fibre_text,100% cotton,2,0.89
DOC-0000301,language_code,fr,1,0.79
DOC-0000301,animal_origin_statement,,2,0.8
DOC-0000301,manufacturer_name,Everest Apparel Exports Pvt Ltd,2,0.81
DOC-0000301,product_identifier,EU-APP-0004,3,0.78
DOC-0000301,care_text,See symbols,2,0.86
DOC-0000302,supplier_id,SUP-0007,3,0.8
DOC-0000302,material_code,MAT-6559,2,0.94
DOC-0000302,sku_reference,,1,0.93
DOC-0000302,fibre_composition,100% cotton,3,0.86
DOC-0000302,signature_present,No,1,0.83
DOC-0000302,valid_until,,1,0.91
DOC-0000303,origin,India,2,0.76
DOC-0000303,destination,FR,1,0.77
DOC-0000303,product_code,620630,1,0.99
DOC-0000303,query_date,2026-12-05,3,0.85
DOC-0000303,result_summary,Tariff and measures displayed in attached export,1,0.84
DOC-0000304,supplier_id,SUP-0022,2,0.97
DOC-0000304,material_code,MAT-5904,2,0.84
DOC-0000304,sku_reference,EU-APP-0058,3,0.89
DOC-0000304,fibre_composition,60% cotton / 40% polyester,2,0.8
DOC-0000304,signature_present,Yes,2,0.94
DOC-0000304,valid_until,2027-07-23,3,0.91
DOC-0000305,origin,India,3,0.77
DOC-0000305,destination,France,2,0.95
DOC-0000305,product_code,610443,1,0.82
DOC-0000305,query_date,2026-10-08,1,0.8
DOC-0000305,result_summary,Tariff and measures displayed in attached export,2,0.93
DOC-0000306,invoice_number,INV-000047,2,0.88
DOC-0000306,seller_name,Sunrise Clothing Co,2,0.87
DOC-0000306,buyer_name,Galeria Retail SAS,2,0.94
DOC-0000306,quantity_total,5066,3,0.78
DOC-0000306,total_value,131792.74,1,0.84
DOC-0000306,currency,USD,1,0.91
DOC-0000306,incoterm,CIP,1,0.92
DOC-0000306,origin_country,India,3,0.76
DOC-0000306,hs_code,611020,2,0.93
DOC-0000307,quantity_total,5126,2,0.84
DOC-0000307,package_count,129,2,0.86
DOC-0000307,gross_weight_kg,3568.76,1,0.78
DOC-0000307,volume_cbm,25.75,1,0.88
DOC-0000307,marks_and_numbers,,3,0.86
DOC-0000308,fibre_text,60% cotton / 40% polyester,1,0.82
DOC-0000308,language_code,de,2,0.81
DOC-0000308,animal_origin_statement,,2,0.81
DOC-0000308,manufacturer_name,Indus Cottonwear Pvt Ltd,2,0.98
DOC-0000308,product_identifier,EU-APP-0010,3,0.81
DOC-0000308,care_text,,1,0.83
DOC-0000309,supplier_id,SUP-0011,3,0.98
DOC-0000309,material_code,MAT-3884,2,0.8
DOC-0000309,sku_reference,EU-APP-0010,1,0.95
DOC-0000309,fibre_composition,60% cotton / 40% polyester,3,0.91
DOC-0000309,signature_present,No,1,0.98
DOC-0000309,valid_until,2027-08-23,2,0.92
DOC-0000310,product_description,Child unisex knitted sweatshirt - Pink,3,0.85
DOC-0000310,proposed_code,611020,3,0.81
DOC-0000310,basis,"construction, fibre composition and garment type",3,0.9
DOC-0000310,decision_type,Proposed,2,0.91
DOC-0000311,origin,India,2,0.97
DOC-0000311,destination,Germany,2,0.94
DOC-0000311,product_code,611020,1,0.97
DOC-0000311,query_date,2026-06-23,2,0.96
DOC-0000311,result_summary,Tariff and measures displayed in attached export,1,0.94
DOC-0000312,supplier_id,SUP-0018,3,0.94
DOC-0000312,material_code,MAT-2938,3,0.85
DOC-0000312,sku_reference,,1,0.84
DOC-0000312,fibre_composition,60% cotton / 40% polyester,3,0.93
DOC-0000312,signature_present,No,3,0.91
DOC-0000312,valid_until,2027-08-14,3,0.91
DOC-0000313,product_description,Adult men woven jacket - Black,3,0.95
DOC-0000313,proposed_code,620193,1,0.78
DOC-0000313,basis,"construction, fibre composition and garment type",3,0.93
DOC-0000313,decision_type,Buyer-provided,3,0.85
DOC-0000314,origin,India,1,0.88
DOC-0000314,destination,Germany,3,0.92
DOC-0000314,product_code,620193,1,0.89
DOC-0000314,query_date,2026-05-28,1,0.96
DOC-0000314,result_summary,Tariff and measures displayed in attached export,3,0.86
DOC-0000315,invoice_number,INV-000048,3,0.87
DOC-0000315,seller_name,Vertex Apparel Industries,1,0.79
DOC-0000315,buyer_name,Euro Imports BV,3,0.91
DOC-0000315,quantity_total,2367,3,0.97
DOC-0000315,total_value,10533.15,2,0.91
DOC-0000315,currency,USD,3,0.97
DOC-0000315,incoterm,DAP,3,0.77
DOC-0000315,origin_country,India,3,0.94
DOC-0000315,hs_code,610910,1,0.98
DOC-0000316,quantity_total,2367,3,0.78
DOC-0000316,package_count,20,2,0.8
DOC-0000316,gross_weight_kg,540.47,2,0.82
DOC-0000316,volume_cbm,3.949,1,0.91
DOC-0000316,marks_and_numbers,,2,0.78
DOC-0000317,fibre_text,100% polyester,3,0.78
DOC-0000317,language_code,it,1,0.78
DOC-0000317,animal_origin_statement,,3,0.93
DOC-0000317,manufacturer_name,BlueRiver Fashions Pvt Ltd,2,0.85
DOC-0000317,product_identifier,EU-APP-0062,1,0.94
DOC-0000317,care_text,Wash at 30C,1,0.76
DOC-0000318,supplier_id,SUP-0007,1,0.99
DOC-0000318,material_code,MAT-6559,1,0.77
DOC-0000318,sku_reference,,1,0.99
DOC-0000318,fibre_composition,100% cotton,3,0.94
DOC-0000318,signature_present,No,3,0.78
DOC-0000318,valid_until,,1,0.8
DOC-0000319,origin,India,3,0.92
DOC-0000319,destination,IT,2,0.78
DOC-0000319,product_code,610910,3,0.95
DOC-0000319,query_date,2026-06-07,3,0.84
DOC-0000319,result_summary,Tariff and measures displayed in attached export,3,0.93
DOC-0000320,invoice_number,INV-000049,2,0.94
DOC-0000320,seller_name,Indus Cottonwear Pvt Ltd,3,0.8
DOC-0000320,buyer_name,Nord Stores SRL,3,0.84
DOC-0000320,quantity_total,7773,3,0.87
DOC-0000320,total_value,136712.3,3,0.92
DOC-0000320,currency,USD,2,0.84
DOC-0000320,incoterm,DAP,3,0.92
DOC-0000320,origin_country,India,2,0.97
DOC-0000320,hs_code,620630,1,0.77
DOC-0000321,quantity_total,7833,1,0.94
DOC-0000321,package_count,98,2,0.99
DOC-0000321,gross_weight_kg,2717.53,2,0.93
DOC-0000321,volume_cbm,16.875,3,0.96
DOC-0000321,marks_and_numbers,MARK-0049,3,0.8
DOC-0000322,supplier_id,SUP-0025,3,0.96
DOC-0000322,material_code,MAT-9843,3,0.97
DOC-0000322,sku_reference,EU-APP-0078,3,0.93
DOC-0000322,fibre_composition,70% viscose / 30% linen,2,0.99
DOC-0000322,signature_present,Yes,2,0.89
DOC-0000322,valid_until,2027-09-04,2,0.83
DOC-0000323,product_description,Adult women woven blouse - Olive,1,0.98
DOC-0000323,proposed_code,620630,1,0.78
DOC-0000323,basis,"construction, fibre composition and garment type",2,0.96
DOC-0000323,decision_type,Reviewed,1,0.83
DOC-0000324,origin,India,2,0.79
DOC-0000324,destination,FR,1,0.96
DOC-0000324,product_code,620630,3,0.79
DOC-0000324,query_date,2026-06-12,2,0.89
DOC-0000324,result_summary,Tariff and measures displayed in attached export,3,0.96
DOC-0000325,supplier_id,SUP-0014,2,0.92
DOC-0000325,material_code,MAT-8125,1,0.88
DOC-0000325,sku_reference,,1,0.95
DOC-0000325,fibre_composition,100% cotton,2,0.9
DOC-0000325,signature_present,Yes,3,0.77
DOC-0000325,valid_until,,1,0.91
DOC-0000326,product_description,Adult unisex knitted t-shirt - Navy,1,0.95
DOC-0000326,proposed_code,610910,2,0.87
DOC-0000326,basis,"construction, fibre composition and garment type",3,0.98
DOC-0000326,decision_type,Reviewed,1,0.82
DOC-0000327,origin,India,1,0.93
DOC-0000327,destination,French Republic,1,0.89
DOC-0000327,product_code,610910,3,0.86
DOC-0000327,query_date,2026-07-03,2,0.98
DOC-0000327,result_summary,Tariff and measures displayed in attached export,3,0.79
DOC-0000328,supplier_id,SUP-0009,3,0.98
DOC-0000328,material_code,MAT-9665,3,0.84
DOC-0000328,sku_reference,,1,0.81
DOC-0000328,fibre_composition,70% viscose / 30% linen,3,0.98
DOC-0000328,signature_present,Yes,1,0.87
DOC-0000328,valid_until,2027-04-01,2,0.99
DOC-0000329,product_description,Adult women woven trousers - White,3,0.91
DOC-0000329,proposed_code,620462,2,0.9
DOC-0000329,basis,"construction, fibre composition and garment type",3,0.77
DOC-0000329,decision_type,Reviewed,1,0.86
DOC-0000330,origin,India,2,0.87
DOC-0000330,destination,FR,1,0.79
DOC-0000330,product_code,620462,3,0.82
DOC-0000330,query_date,2026-03-29,3,0.88
DOC-0000330,result_summary,Tariff and measures displayed in attached export,3,0.77
DOC-0000331,invoice_number,INV-000050,1,0.89
DOC-0000331,seller_name,BlueRiver Fashions Pvt Ltd,1,0.98
DOC-0000331,buyer_name,Harbor Textiles BV,3,0.96
DOC-0000331,quantity_total,3310,2,0.89
DOC-0000331,total_value,43129.3,2,0.87
DOC-0000331,currency,USD,2,0.92
DOC-0000331,incoterm,CIF,2,0.86
DOC-0000331,origin_country,India,1,0.89
DOC-0000331,hs_code,620520,3,0.97
DOC-0000332,quantity_total,3310,2,0.77
DOC-0000332,package_count,41,3,0.79
DOC-0000332,gross_weight_kg,1142.87,1,0.83
DOC-0000332,volume_cbm,8.215,3,0.97
DOC-0000332,marks_and_numbers,MARK-0050,3,0.99
DOC-0000333,fibre_text,70% viscose / 30% linen,1,0.8
DOC-0000333,language_code,de,1,0.94
DOC-0000333,animal_origin_statement,,2,0.91
DOC-0000333,manufacturer_name,Royal Knitwear Exports,1,0.83
DOC-0000333,product_identifier,EU-APP-0028,1,0.91
DOC-0000333,care_text,,1,0.82
DOC-0000334,supplier_id,SUP-0022,1,0.84
DOC-0000334,material_code,MAT-3087,3,0.91
DOC-0000334,sku_reference,EU-APP-0028,1,0.99
DOC-0000334,fibre_composition,70% viscose / 30% linen,3,0.9
DOC-0000334,signature_present,Yes,3,0.82
DOC-0000334,valid_until,2026-11-08,1,0.83
DOC-0000335,product_description,Adult men woven shirt - Grey,1,0.86
DOC-0000335,proposed_code,620520,2,0.86
DOC-0000335,basis,"construction, fibre composition and garment type",2,0.78
DOC-0000335,decision_type,Buyer-provided,3,0.83
DOC-0000336,invoice_number,INV-000051,1,0.99
DOC-0000336,seller_name,Vertex Apparel Industries,3,0.92
DOC-0000336,buyer_name,Harbor Stores BV,2,0.78
DOC-0000336,quantity_total,3028,2,0.87
DOC-0000336,total_value,38273.92,2,0.92
DOC-0000336,currency,USD,2,0.95
DOC-0000336,incoterm,DAP,1,0.95
DOC-0000336,origin_country,India,2,0.99
DOC-0000336,hs_code,620630,3,0.8
DOC-0000337,quantity_total,3028,2,0.96
DOC-0000337,package_count,32,2,0.91
DOC-0000337,gross_weight_kg,879.76,2,0.88
DOC-0000337,volume_cbm,4.432,3,0.94
DOC-0000337,marks_and_numbers,MARK-0051,1,0.96
DOC-0000338,document_number,AWB-823544,3,0.87
DOC-0000338,shipper,Vertex Apparel Industries,2,0.88
DOC-0000338,consignee,Harbor Stores BV,2,0.91
DOC-0000338,destination_port,Hamburg,1,0.94
DOC-0000338,package_count,32,2,0.88
DOC-0000338,gross_weight_kg,879.76,1,0.77
DOC-0000339,supplier_id,SUP-0025,1,0.96
DOC-0000339,material_code,MAT-9843,1,0.79
DOC-0000339,sku_reference,EU-APP-0078,3,0.77
DOC-0000339,fibre_composition,70% viscose / 30% linen,1,0.86
DOC-0000339,signature_present,Yes,1,0.86
DOC-0000339,valid_until,2027-09-04,3,0.79
DOC-0000340,invoice_number,INV-000052,1,0.78
DOC-0000340,seller_name,Everest Apparel Exports Pvt Ltd,2,0.95
DOC-0000340,buyer_name,Moda Imports BV,3,0.76
DOC-0000340,quantity_total,2489,1,0.88
DOC-0000340,total_value,61129.84,1,0.87
DOC-0000340,currency,USD,1,0.83
DOC-0000340,incoterm,DAP,3,0.94
DOC-0000340,origin_country,India,1,0.88
DOC-0000340,hs_code,610910,3,0.96
DOC-0000341,quantity_total,2549,2,0.88
DOC-0000341,package_count,21,1,0.87
DOC-0000341,gross_weight_kg,565.18,3,0.87
DOC-0000341,volume_cbm,2.758,3,0.97
DOC-0000341,marks_and_numbers,MARK-0052,1,0.92
DOC-0000342,supplier_id,SUP-0005,3,0.89
DOC-0000342,material_code,MAT-1694,3,0.9
DOC-0000342,sku_reference,,3,0.93
DOC-0000342,fibre_composition,95% cotton / 5% elastane,3,0.83
DOC-0000342,signature_present,Yes,3,0.92
DOC-0000342,valid_until,2027-03-05,3,0.79
DOC-0000343,product_description,Adult unisex knitted t-shirt - Grey,3,0.77
DOC-0000343,proposed_code,610910,1,0.77
DOC-0000343,basis,"construction, fibre composition and garment type",1,0.82
DOC-0000343,decision_type,Reviewed,1,0.82
DOC-0000344,invoice_number,INV-000053,1,0.86
DOC-0000344,seller_name,Narmada Clothing Pvt Ltd,3,0.82
DOC-0000344,buyer_name,Maison Retail BV,1,0.85
DOC-0000344,quantity_total,2631,1,0.92
DOC-0000344,total_value,20337.63,2,0.77
DOC-0000344,currency,USD,1,0.96
DOC-0000344,incoterm,CIP,2,0.95
DOC-0000344,origin_country,India,1,0.95
DOC-0000344,hs_code,610910,1,0.87
DOC-0000345,quantity_total,2631,2,0.99
DOC-0000345,package_count,24,3,0.85
DOC-0000345,gross_weight_kg,653.49,2,0.97
DOC-0000345,volume_cbm,3.279,3,0.82
DOC-0000345,marks_and_numbers,MARK-0053,1,0.81
DOC-0000346,supplier_id,SUP-0014,1,0.95
DOC-0000346,material_code,MAT-8125,1,0.77
DOC-0000346,sku_reference,,2,0.95
DOC-0000346,fibre_composition,100% cotton,1,0.8
DOC-0000346,signature_present,Yes,1,0.83
DOC-0000346,valid_until,,2,0.95
DOC-0000347,product_description,Adult unisex knitted t-shirt - Navy,3,0.98
DOC-0000347,proposed_code,610910,1,0.79
DOC-0000347,basis,"construction, fibre composition and garment type",3,0.87
DOC-0000347,decision_type,Buyer-provided,1,0.95
DOC-0000348,origin,India,2,0.92
DOC-0000348,destination,NL,2,0.8
DOC-0000348,product_code,610910,1,0.77
DOC-0000348,query_date,2026-07-24,1,0.99
DOC-0000348,result_summary,Tariff and measures displayed in attached export,3,0.92
DOC-0000349,invoice_number,INV-000054,3,0.78
DOC-0000349,seller_name,Silverline Garments LLP,3,0.79
DOC-0000349,buyer_name,Moda Imports BV,1,0.81
DOC-0000349,quantity_total,3526,2,0.91
DOC-0000349,total_value,24964.08,1,0.89
DOC-0000349,currency,USD,1,0.77
DOC-0000349,incoterm,CIF,3,0.84
DOC-0000349,origin_country,India,1,0.8
DOC-0000349,hs_code,610443,2,0.86
DOC-0000350,quantity_total,3526,1,0.9
DOC-0000350,package_count,66,2,0.83
DOC-0000350,gross_weight_kg,1828.84,3,0.81
DOC-0000350,volume_cbm,9.303,2,0.98
DOC-0000350,marks_and_numbers,MARK-0054,3,0.9
DOC-0000351,supplier_id,SUP-0010,1,0.85
DOC-0000351,material_code,MAT-6291,1,0.86
DOC-0000351,sku_reference,EU-APP-0068,2,0.95
DOC-0000351,fibre_composition,60% cotton / 40% polyester,3,0.83
DOC-0000351,signature_present,Yes,3,0.84
DOC-0000351,valid_until,2027-03-19,1,0.79
DOC-0000352,product_description,Adult women knitted dress - Pink,1,0.91
DOC-0000352,proposed_code,610443,1,0.98
DOC-0000352,basis,"construction, fibre composition and garment type",3,0.96
DOC-0000352,decision_type,Reviewed,1,0.83
DOC-0000353,origin,India,3,0.9
DOC-0000353,destination,IT,2,0.9
DOC-0000353,product_code,610443,2,0.98
DOC-0000353,query_date,2026-07-06,1,0.91
DOC-0000353,result_summary,Tariff and measures displayed in attached export,3,0.83
DOC-0000354,invoice_number,INV-000055,1,0.96
DOC-0000354,seller_name,Everest Apparel Exports Pvt Ltd,3,0.86
DOC-0000354,buyer_name,Harbor Stores BV,3,0.83
DOC-0000354,quantity_total,1973,2,0.94
DOC-0000354,total_value,24899.26,2,0.94
DOC-0000354,currency,USD,1,0.81
DOC-0000354,incoterm,FOB,2,0.98
DOC-0000354,origin_country,India,1,0.76
DOC-0000354,hs_code,611020,1,0.93
DOC-0000355,quantity_total,1973,1,0.91
DOC-0000355,package_count,34,2,0.9
DOC-0000355,gross_weight_kg,936.02,3,0.97
DOC-0000355,volume_cbm,6.544,2,0.9
DOC-0000355,marks_and_numbers,MARK-0055,2,0.95
DOC-0000356,supplier_id,SUP-0021,3,0.93
DOC-0000356,material_code,MAT-1935,3,0.93
DOC-0000356,sku_reference,EU-APP-0043,2,0.77
DOC-0000356,fibre_composition,100% cotton,2,0.81
DOC-0000356,signature_present,No,3,0.78
DOC-0000356,valid_until,2027-09-17,2,0.86
DOC-0000357,product_description,Child unisex knitted sweatshirt - Grey,1,0.93
DOC-0000357,proposed_code,611020,3,0.92
DOC-0000357,basis,"construction, fibre composition and garment type",2,0.94
DOC-0000357,decision_type,Proposed,3,0.92
DOC-0000358,origin,India,2,0.77
DOC-0000358,destination,DE,2,0.95
DOC-0000358,product_code,611020,3,0.8
DOC-0000358,query_date,2026-06-07,2,0.94
DOC-0000358,result_summary,Tariff and measures displayed in attached export,1,0.95
DOC-0000359,quantity_total,3212,2,0.92
DOC-0000359,package_count,57,2,0.83
DOC-0000359,gross_weight_kg,1574.08,2,0.76
DOC-0000359,volume_cbm,12.005,2,0.93
DOC-0000359,marks_and_numbers,,1,0.92
DOC-0000360,fibre_text,60% cotton / 40% polyester,2,0.89
DOC-0000360,language_code,de,1,0.89
DOC-0000360,animal_origin_statement,,3,0.8
DOC-0000360,manufacturer_name,Indus Cottonwear Pvt Ltd,3,0.91
DOC-0000360,product_identifier,EU-APP-0010,3,0.85
DOC-0000360,care_text,,3,0.95
DOC-0000361,supplier_id,SUP-0011,2,0.86
DOC-0000361,material_code,MAT-3884,1,0.87
DOC-0000361,sku_reference,EU-APP-0010,1,0.84
DOC-0000361,fibre_composition,60% cotton / 40% polyester,2,0.99
DOC-0000361,signature_present,No,2,0.9
DOC-0000361,valid_until,2027-08-23,1,0.8
DOC-0000362,product_description,Child unisex sweatshirt - Pink,3,0.97
DOC-0000362,proposed_code,611020,1,0.93
DOC-0000362,basis,"construction, fibre composition and garment type",1,0.86
DOC-0000362,decision_type,Reviewed,3,0.83
DOC-0000363,origin,India,2,0.78
DOC-0000363,destination,DE,1,0.86
DOC-0000363,product_code,611020,1,0.97
DOC-0000363,query_date,2026-06-11,2,0.8
DOC-0000363,result_summary,Tariff and measures displayed in attached export,3,0.98
DOC-0000364,invoice_number,INV-000057,2,0.78
DOC-0000364,seller_name,Silverline Garments LLP,1,0.82
DOC-0000364,buyer_name,Harbor Textiles SAS,3,0.87
DOC-0000364,quantity_total,5540,2,0.85
DOC-0000364,total_value,38502.65,3,0.9
DOC-0000364,currency,USD,1,0.86
DOC-0000364,incoterm,DAP,2,0.82
DOC-0000364,origin_country,India,2,0.81
DOC-0000364,hs_code,610910,1,0.77
DOC-0000365,quantity_total,5540,1,0.81
DOC-0000365,package_count,48,3,0.95
DOC-0000365,gross_weight_kg,1333.66,1,0.89
DOC-0000365,volume_cbm,7.389,3,0.86
DOC-0000365,marks_and_numbers,MARK-0057,2,0.92
DOC-0000366,supplier_id,SUP-0016,1,0.83
DOC-0000366,material_code,MAT-6970,3,0.95
DOC-0000366,sku_reference,EU-APP-0046,1,0.79
DOC-0000366,fibre_composition,95% cotton / 5% elastane,1,0.84
DOC-0000366,signature_present,Yes,3,0.82
DOC-0000366,valid_until,,1,0.9
DOC-0000367,origin,India,3,0.78
DOC-0000367,destination,NL,1,0.99
DOC-0000367,product_code,610910,3,0.97
DOC-0000367,query_date,2026-07-03,2,0.87
DOC-0000367,result_summary,Tariff and measures displayed in attached export,1,0.85
DOC-0000368,supplier_id,SUP-0021,3,0.8
DOC-0000368,material_code,MAT-2836,3,0.89
DOC-0000368,sku_reference,EU-APP-0076,2,0.83
DOC-0000368,fibre_composition,95% cotton / 5% elastane,3,0.98
DOC-0000368,signature_present,Yes,3,0.78
DOC-0000368,valid_until,,2,0.86
DOC-0000369,product_description,Adult unisex knitted t-shirt - Blue,1,0.82
DOC-0000369,proposed_code,61091000,3,0.84
DOC-0000369,basis,"construction, fibre composition and garment type",1,0.85
DOC-0000369,decision_type,Buyer-provided,1,0.89
DOC-0000370,invoice_number,INV-000058,1,0.98
DOC-0000370,seller_name,Everest Apparel Exports Pvt Ltd,1,0.86
DOC-0000370,buyer_name,Urban Retail SRL,2,0.83
DOC-0000370,quantity_total,1721,2,0.9
DOC-0000370,total_value,12614.93,2,0.79
DOC-0000370,currency,USD,1,0.91
DOC-0000370,incoterm,FOB,2,0.83
DOC-0000370,origin_country,India,3,0.87
DOC-0000370,hs_code,620462,1,0.95
DOC-0000371,quantity_total,1721,3,0.92
DOC-0000371,package_count,33,1,0.97
DOC-0000371,gross_weight_kg,921.51,2,0.81
DOC-0000371,volume_cbm,6.495,3,0.99
DOC-0000371,marks_and_numbers,,3,0.8
DOC-0000372,supplier_id,SUP-0010,1,0.8
DOC-0000372,material_code,MAT-7395,3,0.85
DOC-0000372,sku_reference,,3,0.81
DOC-0000372,fibre_composition,60% cotton / 40% polyester,3,0.76
DOC-0000372,signature_present,No,1,0.77
DOC-0000372,valid_until,,2,0.93
DOC-0000373,product_description,Adult women woven trousers - Black,3,0.87
DOC-0000373,proposed_code,620462,1,0.79
DOC-0000373,basis,"construction, fibre composition and garment type",1,0.95
DOC-0000373,decision_type,Reviewed,3,0.87
DOC-0000374,invoice_number,INV-000059,1,0.89
DOC-0000374,seller_name,Aarav Fashion Exports,1,0.97
DOC-0000374,buyer_name,Nord Textiles BV,1,0.98
DOC-0000374,quantity_total,7121,1,0.92
DOC-0000374,total_value,123142.12,3,0.93
DOC-0000374,currency,USD,1,0.81
DOC-0000374,incoterm,CIF,1,0.89
DOC-0000374,origin_country,India,2,0.98
DOC-0000374,hs_code,620462,3,0.91
