rate_id,provider_name,origin_city,destination_country_raw,destination_port,transport_mode,rate_basis,base_rate,currency,minimum_charge,origin_charges,destination_charges,estimated_transit_days,valid_from,valid_to,weight_min_kg,weight_max_kg
RATE-000165,BlueWave Logistics,Mumbai,Italia,Genoa,Sea FCL,per_container,2608.25,USD,332.67,113.13,91.03,35,2026-07-01,2027-03-31,100,28000
RATE-000166,TransGlobe Freight,Mumbai,Italia,Genoa,Sea FCL,per_container,2164.3,USD,432.11,139.38,82.79,21,2026-07-01,2027-03-31,100,28000
RATE-000167,OceanBridge Logistics,Mumbai,Italia,Genoa,Sea FCL,per_container,3594.66,USD,232.88,151.84,102.6,23,2026-07-01,2027-03-31,100,28000
RATE-000168,SkyCargo Partners,Mumbai,Italia,Genoa,Sea FCL,per_container,2565.9,EUR,357.64,221.97,77.37,22,2026-07-01,2027-03-31,100,28000
RATE-000169,BlueWave Logistics,Mumbai,Spain,Barcelona,Air,per_kg,5.26,USD,331.94,83.5,88.43,7,2026-07-01,2027-03-31,1,5000
RATE-000170,TransGlobe Freight,Mumbai,Spain,Barcelona,Air,per_kg,6.04,EUR,348.96,160.51,110.57,9,2026-07-01,2027-03-31,1,5000
RATE-000171,OceanBridge Logistics,Mumbai,Spain,Barcelona,Air,per_kg,6.54,EUR,363.75,227.03,125.52,7,2026-07-01,2027-03-31,1,5000
RATE-000172,SkyCargo Partners,Mumbai,Spain,Barcelona,Air,per_kg,4.47,USD,464.47,173.26,157.11,5,2026-07-01,2027-03-31,1,5000
RATE-000173,BlueWave Logistics,Mumbai,Spain,Barcelona,Sea LCL,per_cbm,148.13,EUR,225.55,128.66,64.13,29,2026-07-01,2027-03-31,100,28000
RATE-000174,TransGlobe Freight,Mumbai,Spain,Barcelona,Sea LCL,per_cbm,231.01,USD,368.52,176.63,144.79,22,2026-07-01,2027-03-31,100,28000
RATE-000175,OceanBridge Logistics,Mumbai,Spain,Barcelona,Sea LCL,per_cbm,140.41,USD,476.82,133.64,133.93,23,2026-07-01,2027-03-31,100,28000
RATE-000176,SkyCargo Partners,Mumbai,Spain,Barcelona,Sea LCL,per_cbm,202.6,USD,354.25,190.76,178.35,30,2026-07-01,2027-03-31,100,28000
RATE-000177,BlueWave Logistics,Mumbai,Spain,Barcelona,Sea FCL,per_container,2576.46,EUR,264.92,96.2,167.27,26,2026-07-01,2027-03-31,100,28000
RATE-000178,TransGlobe Freight,Mumbai,Spain,Barcelona,Sea FCL,per_container,2921.39,EUR,162.08,185.92,122.09,24,2026-07-01,2027-03-31,100,28000
RATE-000179,OceanBridge Logistics,Mumbai,Spain,Barcelona,Sea FCL,per_container,2175.22,EUR,495.81,204.91,63.22,32,2026-07-01,2027-03-31,100,28000
RATE-000180,SkyCargo Partners,Mumbai,Spain,Barcelona,Sea FCL,per_container,1812.72,USD,225.08,193.54,120.0,25,2026-07-01,2027-03-31,100,28000
RATE-000181,BlueWave Logistics,Mumbai,Spain,Valencia,Air,per_kg,4.15,USD,150.13,167.22,63.07,10,2026-07-01,2027-03-31,1,5000
RATE-000182,TransGlobe Freight,Mumbai,Spain,Valencia,Air,per_kg,6.41,USD,435.61,196.95,88.78,6,2026-07-01,2027-03-31,1,5000
RATE-000183,OceanBridge Logistics,Mumbai,Spain,Valencia,Air,per_kg,5.09,USD,454.1,174.7,106.25,10,2026-07-01,2027-03-31,1,5000
RATE-000184,SkyCargo Partners,Mumbai,Spain,Valencia,Air,per_kg,5.41,EUR,256.14,212.21,71.95,10,2026-07-01,2027-03-31,1,5000
RATE-000185,BlueWave Logistics,Mumbai,Spain,Valencia,Sea LCL,per_cbm,277.85,USD,329.98,97.85,81.13,37,2026-07-01,2027-03-31,100,28000
RATE-000186,TransGlobe Freight,Mumbai,Spain,Valencia,Sea LCL,per_cbm,214.12,EUR,176.42,224.15,129.35,31,2026-07-01,2027-03-31,100,28000
RATE-000187,OceanBridge Logistics,Mumbai,Spain,Valencia,Sea LCL,per_cbm,226.92,EUR,302.26,127.14,109.17,22,2026-07-01,2027-03-31,100,28000
RATE-000188,SkyCargo Partners,Mumbai,Spain,Valencia,Sea LCL,per_cbm,129.16,EUR,401.49,127.7,164.24,38,2026-07-01,2027-03-31,100,28000
RATE-000189,BlueWave Logistics,Mumbai,Spain,Valencia,Sea FCL,per_container,2787.37,EUR,256.73,167.08,138.63,35,2026-07-01,2027-03-31,100,28000
RATE-000190,TransGlobe Freight,Mumbai,Spain,Valencia,Sea FCL,per_container,3067.59,USD,299.71,181.68,163.43,28,2026-07-01,2027-03-31,100,28000
RATE-000191,OceanBridge Logistics,Mumbai,Spain,Valencia,Sea FCL,per_container,2961.3,USD,247.49,222.57,95.27,23,2026-07-01,2027-03-31,100,28000
RATE-000192,SkyCargo Partners,Mumbai,Spain,Valencia,Sea FCL,per_container,2681.43,EUR,477.27,166.41,160.18,35,2026-07-01,2027-03-31,100,28000
RATE-000193,BlueWave Logistics,Chennai,DE,Hamburg,Air,per_kg,4.84,USD,241.97,231.99,165.71,5,2026-07-01,2027-03-31,1,5000
RATE-000194,TransGlobe Freight,Chennai,DE,Hamburg,Air,per_kg,5.13,EUR,313.54,239.8,72.57,4,2026-07-01,2027-03-31,1,5000
RATE-000195,OceanBridge Logistics,Chennai,DE,Hamburg,Air,per_kg,5.88,USD,417.02,119.93,186.32,5,2026-07-01,2027-03-31,1,5000
RATE-000196,SkyCargo Partners,Chennai,DE,Hamburg,Air,per_kg,5.43,USD,370.62,118.23,119.09,9,2026-07-01,2027-03-31,1,5000
RATE-000197,BlueWave Logistics,Chennai,DE,Hamburg,Sea LCL,per_cbm,202.33,USD,119.67,215.87,146.41,30,2026-07-01,2027-03-31,100,28000
RATE-000198,TransGlobe Freight,Chennai,DE,Hamburg,Sea LCL,per_cbm,246.2,EUR,279.9,157.07,87.93,27,2026-07-01,2027-03-31,100,28000
RATE-000199,OceanBridge Logistics,Chennai,DE,Hamburg,Sea LCL,per_cbm,224.21,USD,338.3,180.12,63.01,36,2026-07-01,2027-03-31,100,28000
RATE-000200,SkyCargo Partners,Chennai,DE,Hamburg,Sea LCL,per_cbm,222.04,USD,413.18,221.07,94.57,36,2026-07-01,2027-03-31,100,28000
RATE-000201,BlueWave Logistics,Chennai,DE,Hamburg,Sea FCL,per_container,1892.95,USD,113.66,199.63,75.52,30,2026-07-01,2027-03-31,100,28000
RATE-000202,TransGlobe Freight,Chennai,DE,Hamburg,Sea FCL,per_container,3570.81,USD,403.52,114.87,79.97,21,2026-07-01,2027-03-31,100,28000
RATE-000203,OceanBridge Logistics,Chennai,DE,Hamburg,Sea FCL,per_container,2434.6,USD,137.93,128.95,175.79,32,2026-07-01,2027-03-31,100,28000
RATE-000204,SkyCargo Partners,Chennai,DE,Hamburg,Sea FCL,per_container,3181.65,EUR,344.64,196.8,67.1,24,2026-07-01,2027-03-31,100,28000
RATE-000205,BlueWave Logistics,Chennai,DE,Bremerhaven,Air,per_kg,5.26,USD,288.86,149.31,102.88,4,2026-07-01,2027-03-31,1,5000
RATE-000206,TransGlobe Freight,Chennai,DE,Bremerhaven,Air,per_kg,6.01,EUR,307.84,107.15,155.9,4,2026-07-01,2027-03-31,1,5000
RATE-000207,OceanBridge Logistics,Chennai,DE,Bremerhaven,Air,per_kg,4.73,USD,404.78,180.38,99.71,9,2026-07-01,2027-03-31,1,5000
RATE-000208,SkyCargo Partners,Chennai,DE,Bremerhaven,Air,per_kg,5.57,EUR,160.84,88.12,173.94,10,2026-07-01,2027-03-31,1,5000
RATE-000209,BlueWave Logistics,Chennai,DE,Bremerhaven,Sea LCL,per_cbm,174.16,EUR,269.25,189.64,140.9,25,2026-07-01,2027-03-31,100,28000
RATE-000210,TransGlobe Freight,Chennai,DE,Bremerhaven,Sea LCL,per_cbm,178.09,EUR,270.21,129.82,93.19,28,2026-07-01,2027-03-31,100,28000
RATE-000211,OceanBridge Logistics,Chennai,DE,Bremerhaven,Sea LCL,per_cbm,126.37,EUR,460.22,233.47,168.31,32,2026-07-01,2027-03-31,100,28000
RATE-000212,SkyCargo Partners,Chennai,DE,Bremerhaven,Sea LCL,per_cbm,220.66,EUR,132.05,146.55,136.93,28,2026-07-01,2027-03-31,100,28000
RATE-000213,BlueWave Logistics,Chennai,DE,Bremerhaven,Sea FCL,per_container,1936.82,EUR,168.83,198.56,112.44,21,2026-07-01,2027-03-31,100,28000
RATE-000214,TransGlobe Freight,Chennai,DE,Bremerhaven,Sea FCL,per_container,3322.71,USD,488.32,86.19,101.6,26,2026-07-01,2027-03-31,100,28000
RATE-000215,OceanBridge Logistics,Chennai,DE,Bremerhaven,Sea FCL,per_container,2283.1,USD,199.63,82.37,99.57,33,2026-07-01,2027-03-31,100,28000
RATE-000216,SkyCargo Partners,Chennai,DE,Bremerhaven,Sea FCL,per_container,3508.13,USD,350.26,109.95,113.45,31,2026-07-01,2027-03-31,100,28000
RATE-000217,BlueWave Logistics,Chennai,Netherlands,Rotterdam,Air,per_kg,4.27,USD,82.36,146.02,66.39,4,2026-07-01,2027-03-31,1,5000
RATE-000218,TransGlobe Freight,Chennai,Netherlands,Rotterdam,Air,per_kg,6.84,USD,293.46,196.38,142.96,6,2026-07-01,2027-03-31,1,5000
RATE-000219,OceanBridge Logistics,Chennai,Netherlands,Rotterdam,Air,per_kg,4.97,USD,101.1,129.36,126.55,7,2026-07-01,2027-03-31,1,5000
RATE-000220,SkyCargo Partners,Chennai,Netherlands,Rotterdam,Air,per_kg,6.12,USD,436.77,201.33,185.88,10,2026-07-01,2027-03-31,1,5000
RATE-000221,BlueWave Logistics,Chennai,Netherlands,Rotterdam,Sea LCL,per_cbm,235.8,USD,264.36,185.63,85.93,30,2026-07-01,2027-03-31,100,28000
RATE-000222,TransGlobe Freight,Chennai,Netherlands,Rotterdam,Sea LCL,per_cbm,176.41,EUR,276.34,226.0,173.55,36,2026-07-01,2027-03-31,100,28000
RATE-000223,OceanBridge Logistics,Chennai,Netherlands,Rotterdam,Sea LCL,per_cbm,198.07,USD,135.81,230.21,87.36,36,2026-07-01,2027-03-31,100,28000
RATE-000224,SkyCargo Partners,Chennai,Netherlands,Rotterdam,Sea LCL,per_cbm,191.54,USD,181.94,85.43,113.86,28,2026-07-01,2027-03-31,100,28000
RATE-000225,BlueWave Logistics,Chennai,Netherlands,Rotterdam,Sea FCL,per_container,2271.31,EUR,283.53,213.7,112.47,21,2026-07-01,2027-03-31,100,28000
RATE-000226,TransGlobe Freight,Chennai,Netherlands,Rotterdam,Sea FCL,per_container,2357.01,USD,112.65,179.46,145.63,33,2026-07-01,2027-03-31,100,28000
RATE-000227,OceanBridge Logistics,Chennai,Netherlands,Rotterdam,Sea FCL,per_container,2867.3,EUR,84.48,92.09,181.61,29,2026-07-01,2027-03-31,100,28000
RATE-000228,SkyCargo Partners,Chennai,Netherlands,Rotterdam,Sea FCL,per_container,2249.31,EUR,113.06,186.61,97.64,21,2026-07-01,2027-03-31,100,28000
RATE-000229,BlueWave Logistics,Chennai,French Republic,Le Havre,Air,per_kg,5.77,USD,367.5,103.46,89.41,10,2026-07-01,2027-03-31,1,5000
RATE-000230,TransGlobe Freight,Chennai,French Republic,Le Havre,Air,per_kg,5.04,USD,271.06,134.11,61.45,9,2026-07-01,2027-03-31,1,5000
RATE-000231,OceanBridge Logistics,Chennai,French Republic,Le Havre,Air,per_kg,5.79,USD,462.04,80.11,95.88,10,2026-07-01,2027-03-31,1,5000
RATE-000232,SkyCargo Partners,Chennai,French Republic,Le Havre,Air,per_kg,4.83,EUR,409.44,234.92,94.26,6,2026-07-01,2027-03-31,1,5000
RATE-000233,BlueWave Logistics,Chennai,French Republic,Le Havre,Sea LCL,per_cbm,188.62,USD,172.51,203.7,164.98,22,2026-07-01,2027-03-31,100,28000
RATE-000234,TransGlobe Freight,Chennai,French Republic,Le Havre,Sea LCL,per_cbm,250.27,EUR,106.85,194.41,184.08,26,2026-07-01,2027-03-31,100,28000
RATE-000235,OceanBridge Logistics,Chennai,French Republic,Le Havre,Sea LCL,per_cbm,224.38,EUR,441.77,164.36,116.52,26,2026-07-01,2027-03-31,100,28000
RATE-000236,SkyCargo Partners,Chennai,French Republic,Le Havre,Sea LCL,per_cbm,122.62,USD,225.51,105.79,119.43,28,2026-07-01,2027-03-31,100,28000
RATE-000237,BlueWave Logistics,Chennai,French Republic,Le Havre,Sea FCL,per_container,2958.36,USD,380.01,124.09,132.42,29,2026-07-01,2027-03-31,100,28000
RATE-000238,TransGlobe Freight,Chennai,French Republic,Le Havre,Sea FCL,per_container,3489.77,EUR,376.46,103.82,66.98,26,2026-07-01,2027-03-31,100,28000
RATE-000239,OceanBridge Logistics,Chennai,French Republic,Le Havre,Sea FCL,per_container,3825.71,EUR,110.2,226.72,75.2,31,2026-07-01,2027-03-31,100,28000
RATE-000240,SkyCargo Partners,Chennai,French Republic,Le Havre,Sea FCL,per_container,3743.39,USD,101.42,160.52,171.32,28,2026-07-01,2027-03-31,100,28000
RATE-000241,BlueWave Logistics,Chennai,French Republic,Marseille,Air,per_kg,4.89,EUR,265.1,103.31,80.62,6,2026-07-01,2027-03-31,1,5000
RATE-000242,TransGlobe Freight,Chennai,French Republic,Marseille,Air,per_kg,4.41,USD,260.13,97.94,116.57,7,2026-07-01,2027-03-31,1,5000
RATE-000243,OceanBridge Logistics,Chennai,French Republic,Marseille,Air,per_kg,5.98,EUR,177.83,183.4,181.81,5,2026-07-01,2027-03-31,1,5000
RATE-000244,SkyCargo Partners,Chennai,French Republic,Marseille,Air,per_kg,4.83,EUR,145.19,230.93,160.08,7,2026-07-01,2027-03-31,1,5000
RATE-000245,BlueWave Logistics,Chennai,French Republic,Marseille,Sea LCL,per_cbm,125.14,USD,450.3,164.16,111.56,32,2026-07-01,2027-03-31,100,28000
RATE-000246,TransGlobe Freight,Chennai,French Republic,Marseille,Sea LCL,per_cbm,272.86,USD,409.87,232.51,139.3,32,2026-07-01,2027-03-31,100,28000
RATE-000247,OceanBridge Logistics,Chennai,French Republic,Marseille,Sea LCL,per_cbm,137.7,USD,444.98,166.7,171.13,23,2026-07-01,2027-03-31,100,28000
RATE-000248,SkyCargo Partners,Chennai,French Republic,Marseille,Sea LCL,per_cbm,221.87,USD,166.99,226.48,70.23,28,2026-07-01,2027-03-31,100,28000
RATE-000249,BlueWave Logistics,Chennai,French Republic,Marseille,Sea FCL,per_container,3490.12,USD,97.42,103.36,156.39,22,2026-07-01,2027-03-31,100,28000
RATE-000250,TransGlobe Freight,Chennai,French Republic,Marseille,Sea FCL,per_container,3670.74,USD,248.83,139.64,106.24,36,2026-07-01,2027-03-31,100,28000
RATE-000251,OceanBridge Logistics,Chennai,French Republic,Marseille,Sea FCL,per_container,2095.72,USD,228.31,155.49,87.09,22,2026-07-01,2027-03-31,100,28000
RATE-000252,SkyCargo Partners,Chennai,French Republic,Marseille,Sea FCL,per_container,2250.5,USD,494.38,183.45,91.89,23,2026-07-01,2027-03-31,100,28000
RATE-000253,BlueWave Logistics,Chennai,IT,Genoa,Air,per_kg,6.26,USD,169.06,86.12,125.24,9,2026-07-01,2027-03-31,1,5000
RATE-000254,TransGlobe Freight,Chennai,IT,Genoa,Air,per_kg,6.24,USD,361.68,199.63,163.57,10,2026-07-01,2027-03-31,1,5000
RATE-000255,OceanBridge Logistics,Chennai,IT,Genoa,Air,per_kg,4.23,USD,399.78,116.66,129.29,7,2026-07-01,2027-03-31,1,5000
RATE-000256,SkyCargo Partners,Chennai,IT,Genoa,Air,per_kg,6.15,USD,137.48,174.93,151.1,7,2026-07-01,2027-03-31,1,5000
RATE-000257,BlueWave Logistics,Chennai,IT,Genoa,Sea LCL,per_cbm,166.63,EUR,159.7,90.28,110.74,27,2026-07-01,2027-03-31,100,28000
RATE-000258,TransGlobe Freight,Chennai,IT,Genoa,Sea LCL,per_cbm,267.09,USD,253.13,128.89,154.57,33,2026-07-01,2027-03-31,100,28000
RATE-000259,OceanBridge Logistics,Chennai,IT,Genoa,Sea LCL,per_cbm,268.98,USD,176.36,83.28,132.66,36,2026-07-01,2027-03-31,100,28000
RATE-000260,SkyCargo Partners,Chennai,IT,Genoa,Sea LCL,per_cbm,161.62,USD,97.95,87.13,137.0,38,2026-07-01,2027-03-31,100,28000
RATE-000261,BlueWave Logistics,Chennai,IT,Genoa,Sea FCL,per_container,3282.62,USD,451.36,174.73,165.13,24,2026-07-01,2027-03-31,100,28000
RATE-000262,TransGlobe Freight,Chennai,IT,Genoa,Sea FCL,per_container,3140.34,USD,267.27,169.65,72.11,36,2026-07-01,2027-03-31,100,28000
RATE-000263,OceanBridge Logistics,Chennai,IT,Genoa,Sea FCL,per_container,3177.26,USD,247.84,84.55,188.98,25,2026-07-01,2027-03-31,100,28000
RATE-000264,SkyCargo Partners,Chennai,IT,Genoa,Sea FCL,per_container,1817.3,USD,272.18,94.66,187.95,28,2026-07-01,2027-03-31,100,28000
RATE-000265,BlueWave Logistics,Chennai,ES,Barcelona,Air,per_kg,6.22,USD,242.58,232.45,121.3,8,2026-07-01,2027-03-31,1,5000
RATE-000266,TransGlobe Freight,Chennai,ES,Barcelona,Air,per_kg,6.23,EUR,413.38,115.0,120.08,7,2026-07-01,2027-03-31,1,5000
RATE-000267,OceanBridge Logistics,Chennai,ES,Barcelona,Air,per_kg,5.27,USD,282.49,215.98,94.25,8,2026-07-01,2027-03-31,1,5000
RATE-000268,SkyCargo Partners,Chennai,ES,Barcelona,Air,per_kg,4.99,USD,407.22,160.81,140.21,6,2026-07-01,2027-03-31,1,5000
RATE-000269,BlueWave Logistics,Chennai,ES,Barcelona,Sea LCL,per_cbm,161.17,USD,497.87,128.94,88.84,36,2026-07-01,2027-03-31,100,28000
RATE-000270,TransGlobe Freight,Chennai,ES,Barcelona,Sea LCL,per_cbm,270.91,USD,341.61,205.73,74.91,28,2026-07-01,2027-03-31,100,28000
RATE-000271,OceanBridge Logistics,Chennai,ES,Barcelona,Sea LCL,per_cbm,189.83,EUR,203.98,152.55,89.79,25,2026-07-01,2027-03-31,100,28000
RATE-000272,SkyCargo Partners,Chennai,ES,Barcelona,Sea LCL,per_cbm,209.49,EUR,460.37,226.59,137.8,26,2026-07-01,2027-03-31,100,28000
RATE-000273,BlueWave Logistics,Chennai,ES,Barcelona,Sea FCL,per_container,2359.37,USD,469.98,234.41,90.44,26,2026-07-01,2027-03-31,100,28000
RATE-000274,TransGlobe Freight,Chennai,ES,Barcelona,Sea FCL,per_container,2113.55,USD,164.41,133.05,164.68,35,2026-07-01,2027-03-31,100,28000
RATE-000275,OceanBridge Logistics,Chennai,ES,Barcelona,Sea FCL,per_container,3493.19,EUR,262.24,98.27,120.35,30,2026-07-01,2027-03-31,100,28000
RATE-000276,SkyCargo Partners,Chennai,ES,Barcelona,Sea FCL,per_container,3235.69,USD,185.85,239.4,120.35,23,2026-07-01,2027-03-31,100,28000
RATE-000277,BlueWave Logistics,Chennai,ES,Valencia,Air,per_kg,4.97,USD,97.0,159.93,84.7,5,2026-07-01,2027-03-31,1,5000
RATE-000278,TransGlobe Freight,Chennai,ES,Valencia,Air,per_kg,4.86,USD,331.07,109.99,91.77,9,2026-07-01,2027-03-31,1,5000
RATE-000279,OceanBridge Logistics,Chennai,ES,Valencia,Air,per_kg,6.09,EUR,209.55,135.8,174.7,7,2026-07-01,2027-03-31,1,5000
RATE-000280,SkyCargo Partners,Chennai,ES,Valencia,Air,per_kg,5.75,EUR,389.68,197.39,187.6,5,2026-07-01,2027-03-31,1,5000
RATE-000281,BlueWave Logistics,Chennai,ES,Valencia,Sea LCL,per_cbm,229.62,EUR,384.08,130.07,140.39,31,2026-07-01,2027-03-31,100,28000
RATE-000282,TransGlobe Freight,Chennai,ES,Valencia,Sea LCL,per_cbm,161.11,USD,86.7,158.56,186.6,38,2026-07-01,2027-03-31,100,28000
RATE-000283,OceanBridge Logistics,Chennai,ES,Valencia,Sea LCL,per_cbm,189.93,USD,306.14,107.32,151.67,27,2026-07-01,2027-03-31,100,28000
RATE-000284,SkyCargo Partners,Chennai,ES,Valencia,Sea LCL,per_cbm,242.98,EUR,449.74,135.59,85.17,27,2026-07-01,2027-03-31,100,28000
RATE-000285,BlueWave Logistics,Chennai,ES,Valencia,Sea FCL,per_container,1941.18,EUR,190.45,207.15,137.2,35,2026-07-01,2027-03-31,100,28000
RATE-000286,TransGlobe Freight,Chennai,ES,Valencia,Sea FCL,per_container,2642.69,USD,440.12,81.24,81.69,25,2026-07-01,2027-03-31,100,28000
RATE-000287,OceanBridge Logistics,Chennai,ES,Valencia,Sea FCL,per_container,2036.14,USD,264.06,214.34,154.83,35,2026-07-01,2027-03-31,100,28000
RATE-000288,SkyCargo Partners,Chennai,ES,Valencia,Sea FCL,per_container,3841.54,EUR,226.68,199.27,88.56,25,2026-07-01,2027-03-31,100,28000
RATE-000289,BlueWave Logistics,Kolkata,Germany,Hamburg,Air,per_kg,4.4,USD,294.57,187.03,112.25,10,2026-07-01,2027-03-31,1,5000
RATE-000290,TransGlobe Freight,Kolkata,Germany,Hamburg,Air,per_kg,5.67,USD,188.71,130.38,189.54,8,2026-07-01,2027-03-31,1,5000
RATE-000291,OceanBridge Logistics,Kolkata,Germany,Hamburg,Air,per_kg,5.26,EUR,451.15,146.68,161.9,9,2026-07-01,2027-03-31,1,5000
RATE-000292,SkyCargo Partners,Kolkata,Germany,Hamburg,Air,per_kg,6.28,USD,482.0,85.46,69.99,8,2026-07-01,2027-03-31,1,5000
RATE-000293,BlueWave Logistics,Kolkata,Germany,Hamburg,Sea LCL,per_cbm,183.64,USD,412.97,151.11,108.68,29,2026-07-01,2027-03-31,100,28000
RATE-000294,TransGlobe Freight,Kolkata,Germany,Hamburg,Sea LCL,per_cbm,148.76,USD,450.31,200.36,89.21,24,2026-07-01,2027-03-31,100,28000
RATE-000295,OceanBridge Logistics,Kolkata,Germany,Hamburg,Sea LCL,per_cbm,210.82,USD,101.18,110.64,68.64,23,2026-07-01,2027-03-31,100,28000
RATE-000296,SkyCargo Partners,Kolkata,Germany,Hamburg,Sea LCL,per_cbm,132.01,USD,348.89,155.24,109.01,31,2026-07-01,2027-03-31,100,28000
RATE-000297,BlueWave Logistics,Kolkata,Germany,Hamburg,Sea FCL,per_container,2938.17,USD,366.58,222.01,103.02,27,2026-07-01,2027-03-31,100,28000
RATE-000298,TransGlobe Freight,Kolkata,Germany,Hamburg,Sea FCL,per_container,2286.75,EUR,159.12,162.68,146.15,21,2026-07-01,2027-03-31,100,28000
RATE-000299,OceanBridge Logistics,Kolkata,Germany,Hamburg,Sea FCL,per_container,2031.3,EUR,271.17,225.92,96.05,36,2026-07-01,2027-03-31,100,28000
RATE-000300,SkyCargo Partners,Kolkata,Germany,Hamburg,Sea FCL,per_container,1932.66,EUR,137.96,222.16,77.03,21,2026-07-01,2027-03-31,100,28000
RATE-000301,BlueWave Logistics,Kolkata,Germany,Bremerhaven,Air,per_kg,6.33,EUR,352.54,158.44,151.21,9,2026-07-01,2027-03-31,1,5000
RATE-000302,TransGlobe Freight,Kolkata,Germany,Bremerhaven,Air,per_kg,6.29,USD,118.06,180.67,149.37,8,2026-07-01,2027-03-31,1,5000
RATE-000303,OceanBridge Logistics,Kolkata,Germany,Bremerhaven,Air,per_kg,6.35,USD,125.39,218.71,80.45,10,2026-07-01,2027-03-31,1,5000
RATE-000304,SkyCargo Partners,Kolkata,Germany,Bremerhaven,Air,per_kg,6.45,USD,196.08,129.28,68.68,10,2026-07-01,2027-03-31,1,5000
RATE-000305,BlueWave Logistics,Kolkata,Germany,Bremerhaven,Sea LCL,per_cbm,171.65,EUR,400.23,156.3,133.87,30,2026-07-01,2027-03-31,100,28000
RATE-000306,TransGlobe Freight,Kolkata,Germany,Bremerhaven,Sea LCL,per_cbm,193.87,USD,303.81,232.28,141.89,27,2026-07-01,2027-03-31,100,28000
RATE-000307,OceanBridge Logistics,Kolkata,Germany,Bremerhaven,Sea LCL,per_cbm,229.65,USD,223.38,151.73,146.99,30,2026-07-01,2027-03-31,100,28000
RATE-000308,SkyCargo Partners,Kolkata,Germany,Bremerhaven,Sea LCL,per_cbm,144.86,EUR,349.21,201.15,63.09,25,2026-07-01,2027-03-31,100,28000
RATE-000309,BlueWave Logistics,Kolkata,Germany,Bremerhaven,Sea FCL,per_container,1823.32,EUR,366.95,196.24,186.72,29,2026-07-01,2027-03-31,100,28000
RATE-000310,TransGlobe Freight,Kolkata,Germany,Bremerhaven,Sea FCL,per_container,3836.89,USD,363.6,189.7,75.74,26,2026-07-01,2027-03-31,100,28000
RATE-000311,OceanBridge Logistics,Kolkata,Germany,Bremerhaven,Sea FCL,per_container,2974.01,USD,97.06,239.4,142.69,22,2026-07-01,2027-03-31,100,28000
RATE-000312,SkyCargo Partners,Kolkata,Germany,Bremerhaven,Sea FCL,per_container,1913.88,EUR,431.21,122.54,66.0,25,2026-07-01,2027-03-31,100,28000
RATE-000313,BlueWave Logistics,Kolkata,NL,Rotterdam,Air,per_kg,4.27,EUR,253.15,225.67,160.95,8,2026-07-01,2027-03-31,1,5000
RATE-000314,TransGlobe Freight,Kolkata,NL,Rotterdam,Air,per_kg,6.73,EUR,259.24,225.05,64.73,4,2026-07-01,2027-03-31,1,5000
RATE-000315,OceanBridge Logistics,Kolkata,NL,Rotterdam,Air,per_kg,5.87,USD,150.54,159.46,107.96,10,2026-07-01,2027-03-31,1,5000
RATE-000316,SkyCargo Partners,Kolkata,NL,Rotterdam,Air,per_kg,5.28,EUR,169.76,101.9,188.64,6,2026-07-01,2027-03-31,1,5000
RATE-000317,BlueWave Logistics,Kolkata,NL,Rotterdam,Sea LCL,per_cbm,249.85,EUR,152.93,165.38,156.95,25,2026-07-01,2027-03-31,100,28000
RATE-000318,TransGlobe Freight,Kolkata,NL,Rotterdam,Sea LCL,per_cbm,186.02,USD,317.52,139.19,152.34,30,2026-07-01,2027-03-31,100,28000
RATE-000319,OceanBridge Logistics,Kolkata,NL,Rotterdam,Sea LCL,per_cbm,153.56,USD,374.91,162.93,113.8,31,2026-07-01,2027-03-31,100,28000
RATE-000320,SkyCargo Partners,Kolkata,NL,Rotterdam,Sea LCL,per_cbm,222.12,EUR,417.81,83.06,148.1,33,2026-07-01,2027-03-31,100,28000
RATE-000321,BlueWave Logistics,Kolkata,NL,Rotterdam,Sea FCL,per_container,3887.58,EUR,263.89,157.02,156.53,33,2026-07-01,2027-03-31,100,28000
RATE-000322,TransGlobe Freight,Kolkata,NL,Rotterdam,Sea FCL,per_container,2436.62,EUR,372.66,88.68,174.49,27,2026-07-01,2027-03-31,100,28000
RATE-000323,OceanBridge Logistics,Kolkata,NL,Rotterdam,Sea FCL,per_container,3717.62,USD,304.18,88.22,62.52,36,2026-07-01,2027-03-31,100,28000
RATE-000324,SkyCargo Partners,Kolkata,NL,Rotterdam,Sea FCL,per_container,2834.16,USD,383.78,92.73,175.3,24,2026-07-01,2027-03-31,100,28000
RATE-000325,BlueWave Logistics,Kolkata,France,Le Havre,Air,per_kg,5.63,EUR,195.79,106.35,87.71,9,2026-07-01,2027-03-31,1,5000
RATE-000326,TransGlobe Freight,Kolkata,France,Le Havre,Air,per_kg,5.69,USD,385.78,221.43,72.99,4,2026-07-01,2027-03-31,1,5000
RATE-000327,OceanBridge Logistics,Kolkata,France,Le Havre,Air,per_kg,6.56,USD,225.85,148.71,146.91,7,2026-07-01,2027-03-31,1,5000
RATE-000328,SkyCargo Partners,Kolkata,France,Le Havre,Air,per_kg,6.23,EUR,480.4,143.1,95.08,5,2026-07-01,2027-03-31,1,5000
RATE-000329,BlueWave Logistics,Kolkata,France,Le Havre,Sea LCL,per_cbm,150.16,USD,174.93,156.85,67.48,34,2026-07-01,2027-03-31,100,28000
